,WHOLE_TIME,CITY,TIMES,LATITUDE,LONGITUDE,STATION_ID,LIGHT,Temperature,WS,RH,Precp,ROAD_TYPE_SUB1,SIGNAL_TYPE,VEHICLE_MAIN,OBJ_GENDER,OBJ_AGE,CAMERA_ID,EQUIP_TYPE
112,14,臺南市,1,22.99822518,120.1978346,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0067,固定式交通違規照相路段
113,14,臺南市,1,23.01634623,120.2107084,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,,
114,14,臺南市,1,23.01351615,120.2120501,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0087,固定式交通違規照相路段
115,14,臺南市,1,22.98335086,120.219977,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
116,14,臺南市,1,22.95906327,120.1839496,C0X110,日間自然光線,25.8,4.8,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0099,固定式交通違規照相路段
117,14,臺南市,1,22.99883485,120.2113845,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,閃光號誌,機車,女,中年,TN0068,固定式交通違規照相路段
118,14,臺南市,1,23.01546303,120.210099,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0087,固定式交通違規照相路段
119,14,臺南市,1,22.98135191,120.2036925,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0124,路口多功能違規科技執法
120,14,臺南市,1,23.01068506,120.2107746,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
121,14,臺南市,2,22.99239758,120.2178328,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
122,14,臺南市,2,23.02365925,120.2182978,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0110,路口多功能違規科技執法
123,14,臺南市,1,22.97523851,120.203915,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
124,14,臺南市,4,23.02288865,120.2193551,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,閃光號誌,機車,女,中年,TN0110,路口多功能違規科技執法
125,14,臺南市,1,23.01477223,120.2130956,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TN0087,固定式交通違規照相路段
126,14,臺南市,2,23.011652,120.2005492,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TN0129,路口多功能違規科技執法
127,14,臺南市,1,22.99043876,120.1977903,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0114,路口多功能違規科技執法
128,14,臺南市,1,22.99482149,120.2084503,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0109,路口多功能違規科技執法
129,14,臺南市,1,23.02026253,120.1993281,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0086,固定式交通違規照相路段
130,14,臺南市,1,23.00764556,120.2207792,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0126,路口多功能違規科技執法
131,14,臺南市,1,22.98212557,120.2159037,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
132,14,臺南市,1,23.03624653,120.21365,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
133,14,臺南市,1,23.01809586,120.1931932,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0116,路口多功能違規科技執法
134,14,臺南市,1,22.9433498,120.2498509,C0X160,日間自然光線,-99,-99,-99,11.00,交岔路,行車管制號誌,機車,女,中年,,
135,14,臺南市,1,23.0097812,120.1938852,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,,
136,14,臺南市,3,22.99629403,120.218151,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
137,14,臺南市,3,23.02351709,120.2181863,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0110,路口多功能違規科技執法
138,14,臺南市,3,22.99440539,120.2131461,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0130,違規停車科技執法
139,14,臺南市,1,23.00100192,120.2087308,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TN0127,路口多功能違規科技執法
140,14,臺南市,2,23.01348512,120.2308357,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0107,路口多功能違規科技執法
141,14,臺南市,1,23.01901006,120.2412296,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
142,14,臺南市,1,22.99082643,120.1979629,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,無號誌,機車,女,中年,TN0114,路口多功能違規科技執法
143,14,臺南市,3,23.00404291,120.2135892,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TN0090,固定式交通違規照相路段
144,14,臺南市,1,22.99868332,120.2506221,C0X160,日間自然光線,-99,-99,-99,11.00,交岔路,行車管制號誌,機車,女,中年,TN0058,固定式交通違規照相路段
145,14,臺南市,1,22.9927831,120.2341071,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0062,固定式交通違規照相路段
146,14,臺南市,2,22.9811593,120.2295135,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0066,固定式交通違規照相路段
147,14,臺南市,1,22.99849545,120.2347801,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
148,14,臺南市,1,22.99110527,120.2245352,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,TN0123,路口多功能違規科技執法
149,14,臺南市,1,22.98329387,120.2264819,C0X100,日間自然光線,25.5,5.7,0.96,9.50,交岔路,行車管制號誌,機車,女,中年,,
150,14,高雄市,5,22.5957565,120.3163398,C0V890,日間自然光線,25.3,6.3,0.97,31.50,交岔路,行車管制號誌,機車,女,中年,KH0293,固定式交通違規照相路段
151,14,高雄市,1,22.6447234,120.314352,C0V700,日間自然光線,25.2,3.2,0.93,14.00,交岔路,行車管制號誌,機車,女,中年,KH0150,固定式交通違規照相路段
152,14,高雄市,3,22.62469049,120.3423084,C0V710,日間自然光線,25.6,3.9,0.96,17.50,交岔路,行車管制號誌,機車,女,中年,KH0332,固定式交通違規照相路段
153,14,高雄市,2,22.58043524,120.3290718,C0V890,日間自然光線,25.3,6.3,0.97,31.50,交岔路,行車管制號誌,機車,女,中年,KH0123,路口多功能違規科技執法
154,14,高雄市,2,22.62756163,120.3015267,C0V490,日間自然光線,25.6,3.1,0.96,14.00,交岔路,行車管制號誌,機車,女,中年,,
155,14,高雄市,3,22.63921716,120.3279612,C0V700,日間自然光線,25.2,3.2,0.93,14.00,交岔路,行車管制號誌,機車,女,中年,,
156,14,高雄市,3,22.59276923,120.3187741,C0V890,日間自然光線,25.3,6.3,0.97,31.50,交岔路,行車管制號誌,機車,女,中年,KH0139,路口多功能違規科技執法
157,14,高雄市,2,22.63152541,120.3019156,C0V490,日間自然光線,25.6,3.1,0.96,14.00,交岔路,行車管制號誌,機車,女,中年,,
158,14,高雄市,2,22.62914647,120.3016729,C0V490,日間自然光線,25.6,3.1,0.96,14.00,交岔路,行車管制號誌,機車,女,中年,,
159,14,高雄市,1,22.76700009,120.3059397,C0V760,日間自然光線,25.4,4.1,0.93,19.00,交岔路,行車管制號誌,機車,女,中年,KH0403,固定式交通違規照相路段
160,14,高雄市,2,22.67875541,120.318924,C0V810,日間自然光線,-99,7.9,-99,11.50,交岔路,行車管制號誌,機車,女,中年,KH0253,固定式交通違規照相路段
161,14,高雄市,2,22.67860617,120.297491,C0V810,日間自然光線,-99,7.9,-99,11.50,交岔路,行車管制號誌,機車,女,中年,KH0258,固定式交通違規照相路段
162,14,高雄市,1,22.65200099,120.3036462,C0V700,日間自然光線,25.2,3.2,0.93,14.00,交岔路,行車管制號誌,機車,女,中年,,
163,14,高雄市,3,22.64045211,120.3141504,C0V700,日間自然光線,25.2,3.2,0.93,14.00,交岔路,行車管制號誌,機車,女,中年,KH0171,固定式交通違規照相路段
164,14,高雄市,1,22.64985422,120.3242213,C0V700,日間自然光線,25.2,3.2,0.93,14.00,交岔路,行車管制號誌,機車,女,中年,KH0004,移動式測速設備執法地點
165,14,高雄市,1,22.70668242,120.3246067,C0V680,日間自然光線,24.8,6.5,0.98,28.50,交岔路,行車管制號誌,機車,女,中年,,
166,14,高雄市,2,22.63461795,120.3021771,C0V490,日間自然光線,25.6,3.1,0.96,14.00,交岔路,行車管制號誌,機車,女,中年,KH0343,固定式交通違規照相路段
167,14,高雄市,1,22.6162643,120.3535275,C0V710,日間自然光線,25.6,3.9,0.96,17.50,交岔路,行車管制號誌,機車,女,中年,KH0382,固定式交通違規照相路段
168,14,高雄市,1,22.78926807,120.299371,C0V660,日間自然光線,-99,-99,-99,16.00,交岔路,行車管制號誌,機車,女,中年,,
169,14,高雄市,1,22.69539326,120.3222281,C0V680,日間自然光線,24.8,6.5,0.98,28.50,交岔路,行車管制號誌,機車,女,中年,KH0033,移動式測速設備執法地點
170,14,高雄市,2,22.62977913,120.3233996,C0V710,日間自然光線,25.6,3.9,0.96,17.50,交岔路,行車管制號誌,機車,女,中年,KH0131,路口多功能違規科技執法
171,14,高雄市,2,22.70141594,120.3233099,C0V680,日間自然光線,24.8,6.5,0.98,28.50,交岔路,行車管制號誌,機車,女,中年,KH0106,路口多功能違規科技執法
172,14,高雄市,2,22.62817092,120.3444665,C0V710,日間自然光線,25.6,3.9,0.96,17.50,交岔路,行車管制號誌,機車,女,中年,,
173,14,高雄市,1,22.68013807,120.3403296,C0V680,日間自然光線,24.8,6.5,0.98,28.50,交岔路,行車管制號誌,機車,女,中年,KH0227,固定式交通違規照相路段
174,14,高雄市,1,22.65977899,120.3157216,C0V700,日間自然光線,25.2,3.2,0.93,14.00,交岔路,行車管制號誌,機車,女,中年,KH0172,固定式交通違規照相路段
175,14,高雄市,1,22.62551863,120.3618961,C0V440,日間自然光線,24.1,4.2,1,19.50,交岔路,行車管制號誌,機車,女,中年,,
176,14,高雄市,2,22.62232201,120.2986288,C0V490,日間自然光線,25.6,3.1,0.96,14.00,交岔路,行車管制號誌,機車,女,中年,KH0102,路口多功能違規科技執法
177,14,高雄市,1,22.63756216,120.3505785,C0V440,日間自然光線,24.1,4.2,1,19.50,交岔路,行車管制號誌,機車,女,中年,KH0383,固定式交通違規照相路段
178,14,高雄市,1,22.58849,120.3222105,C0V890,日間自然光線,25.3,6.3,0.97,31.50,交岔路,行車管制號誌,機車,女,中年,,
179,14,高雄市,1,22.63632385,120.3572236,C0V440,日間自然光線,24.1,4.2,1,19.50,交岔路,行車管制號誌,機車,女,中年,,
180,14,高雄市,1,22.63014071,120.321559,C0V710,日間自然光線,25.6,3.9,0.96,17.50,交岔路,行車管制號誌,機車,女,中年,KH0325,固定式交通違規照相路段
181,14,高雄市,1,22.5779636,120.3714458,C0V730,日間自然光線,24.6,2.0,1,0.0,交岔路,行車管制號誌,,,,KH0116,偵測未依車道或標線行駛
182,14,高雄市,1,22.61613862,120.3010877,C0V490,日間自然光線,25.6,3.1,0.96,14.00,交岔路,行車管制號誌,機車,女,中年,KH0337,固定式交通違規照相路段
183,14,高雄市,1,22.79457908,120.2970684,C0V660,日間自然光線,-99,-99,-99,16.00,交岔路,無號誌,機車,女,中年,KH0271,固定式交通違規照相路段
184,14,高雄市,1,22.62607722,120.2971607,C0V490,日間自然光線,25.6,3.1,0.96,14.00,交岔路,行車管制號誌,機車,女,中年,KH0282,固定式交通違規照相路段
185,14,高雄市,1,22.71486598,120.3256877,C0V760,日間自然光線,25.4,4.1,0.93,19.00,交岔路,行車管制號誌,機車,女,中年,KH0358,固定式交通違規照相路段
186,14,高雄市,1,22.6412227,120.3029176,C0V700,日間自然光線,25.2,3.2,0.93,14.00,單路部分,無號誌,機車,女,中年,KH0142,路口多功能違規科技執法
187,14,臺中市,2,24.15506827,120.6861586,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌,機車,女,中年,TC0633,路口多功能違規科技執法
188,14,臺中市,2,24.14624116,120.6860834,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌,機車,女,中年,TC0214,固定式交通違規照相路段
189,14,臺中市,1,24.15530646,120.69441,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌,機車,女,中年,TC0248,固定式交通違規照相路段
190,14,臺中市,1,24.18511987,120.6445968,C0F9T0,日間自然光線,26.7,1.6,0.88,0.00,交岔路,行車管制號誌,機車,女,中年,,
191,14,臺中市,1,24.13204558,120.6687495,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌,機車,女,中年,TC0184,固定式交通違規照相路段
192,14,臺中市,1,24.17390529,120.6712661,C0F9T0,日間自然光線,26.7,1.6,0.88,0.00,交岔路,行車管制號誌,機車,女,中年,TC0641,路口多功能違規科技執法
193,14,臺中市,3,24.17218955,120.6854387,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TC0638,路口多功能違規科技執法
194,14,臺中市,1,24.16900238,120.64697,C0F9T0,日間自然光線,26.7,1.6,0.88,0.00,交岔路,行車管制號誌,機車,女,中年,,
195,14,臺中市,1,24.16796418,120.6483041,C0F9T0,日間自然光線,26.7,1.6,0.88,0.00,交岔路,行車管制號誌,機車,女,中年,,
196,14,臺中市,1,24.13319077,120.6940052,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌,機車,女,中年,TC0634,路口多功能違規科技執法
197,14,臺中市,1,24.22310471,120.649737,C0F9T0,日間自然光線,26.7,1.6,0.88,0.00,交岔路,行車管制號誌,機車,女,中年,,
198,14,臺中市,2,24.14464632,120.6817762,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌,機車,女,中年,TC0211,固定式交通違規照相路段
199,14,臺中市,2,24.23698894,120.7103591,C0F9M0,日間自然光線,27.3,2.7,0.86,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,,
200,14,臺中市,5,24.15503137,120.6862578,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌,機車,女,中年,TC0633,路口多功能違規科技執法
201,14,臺中市,1,24.23750832,120.569575,C0FA40,日間自然光線,25.4,2.5,0.88,3.50,交岔路,行車管制號誌,機車,女,中年,TC0648,路口多功能違規科技執法
202,14,臺中市,1,24.15727402,120.6597908,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌,機車,女,中年,TC0003,固定式交通違規照相路段
203,14,臺中市,3,24.17039393,120.6977866,C0F970,日間自然光線,27.8,1.9,0.86,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TC0640,路口多功能違規科技執法
204,14,臺中市,1,24.1207314,120.6500969,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TC0635,路口多功能違規科技執法
205,14,臺中市,1,24.16283557,120.6496292,C0F9T0,日間自然光線,26.7,1.6,0.88,0.00,交岔路,行車管制號誌,機車,女,中年,TC0642,路口多功能違規科技執法
206,14,臺中市,1,24.24116258,120.5607983,C0FA40,日間自然光線,25.4,2.5,0.88,3.50,交岔路,行車管制號誌,機車,女,中年,,
207,14,臺中市,1,24.15380097,120.6834248,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌,機車,女,中年,TC0633,路口多功能違規科技執法
208,14,臺中市,1,24.20977094,120.5812938,C0F9T0,日間自然光線,26.7,1.6,0.88,0.00,交岔路,行車管制號誌,機車,女,中年,TC0647,路口多功能違規科技執法
209,14,臺中市,1,24.30600486,120.5966959,C0F9P0,日間自然光線,26.6,1.7,0.92,1.00,交岔路,行車管制號誌,機車,女,中年,,
210,14,臺中市,1,24.16491502,120.6941834,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌,機車,女,中年,TC0305,固定式交通違規照相路段
211,14,臺中市,3,24.13178055,120.676666,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌,機車,女,中年,,
212,14,臺中市,1,24.15598817,120.6857335,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌,機車,女,中年,TC0224,固定式交通違規照相路段
213,14,臺中市,1,24.13301825,120.6934882,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌,機車,女,中年,TC0634,路口多功能違規科技執法
214,14,臺中市,1,24.20351215,120.5672388,C0F9R0,日間自然光線,25.9,3.2,0.9,2.00,交岔路,行車管制號誌,機車,女,中年,,
215,14,臺中市,1,24.17870377,120.6244656,C0F9T0,日間自然光線,26.7,1.6,0.88,0.00,交岔路,行車管制號誌,機車,女,中年,TC0643,路口多功能違規科技執法
216,14,臺中市,1,24.13104862,120.6678083,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌,機車,女,中年,TC0184,固定式交通違規照相路段
217,14,臺中市,1,24.21575378,120.667634,C0F9O0,日間自然光線,27.7,1.0,0.85,0.00,交岔路,行車管制號誌,機車,女,中年,,
218,14,臺中市,2,24.11010302,120.6899672,C0F9N0,日間自然光線,27.5,1.6,0.9,0.50,交岔路,行車管制號誌,機車,女,中年,,
219,14,臺中市,1,24.18283169,120.6027263,C0F9T0,日間自然光線,26.7,1.6,0.88,0.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TC0057,固定式交通違規照相路段
220,14,臺中市,1,24.15080967,120.6529963,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌,機車,女,中年,,
221,14,臺中市,1,24.1400527,120.6208459,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌,機車,女,中年,TC0637,路口多功能違規科技執法
222,14,臺中市,1,24.16460151,120.6464384,C0F9T0,日間自然光線,26.7,1.6,0.88,0.00,交岔路,行車管制號誌,機車,女,中年,TC0627,違規停車科技執法
223,14,臺中市,1,24.12861736,120.6689752,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌,機車,女,中年,TC0184,固定式交通違規照相路段
224,14,臺中市,1,24.14675699,120.6616816,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌,機車,女,中年,,
225,14,臺中市,1,24.18598902,120.5856246,C0F9R0,日間自然光線,25.9,3.2,0.9,2.00,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,,
226,14,臺中市,1,24.13882852,120.6693903,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌,機車,女,中年,TC0192,固定式交通違規照相路段
227,14,臺中市,1,24.12059588,120.6500047,C0F9U0,日間自然光線,27.0,2.2,0.88,0.50,交岔路,行車管制號誌(附設行人專用號誌),機車,女,中年,TC0635,路口多功能違規科技執法
